date_COVID,state,positive,negative,pending,hospitalized,death,total,Most_Recent_Date,Data_asof
2020-05-12,ND,1571,46261,,122,38,47832,Old_Data,2020-05-18
2020-05-12,NE,8572,39371,,,100,47943,Old_Data,2020-05-18
2020-05-12,NH,3160,32401,54,318,133,35615,Old_Data,2020-05-18
2020-05-12,NJ,140743,292317,,,9508,433060,Old_Data,2020-05-18
2020-05-12,NM,5069,101652,,886,208,106721,Old_Data,2020-05-18
2020-05-12,NV,6311,57764,,,312,64075,Old_Data,2020-05-18
2020-05-12,NY,338485,886628,,73143,21845,1225113,Old_Data,2020-05-18
2020-05-12,OH,25250,192481,,4539,1436,217731,Old_Data,2020-05-18
2020-05-12,OK,4732,91379,,828,278,96111,Old_Data,2020-05-18
2020-05-12,OR,3286,74320,,673,130,77606,Old_Data,2020-05-18
2020-05-12,PA,57991,237989,,,3806,295980,Old_Data,2020-05-18
2020-05-12,PR,2299,,,,114,2299,Old_Data,2020-05-18
2020-05-12,RI,11614,83625,,1307,444,95239,Old_Data,2020-05-18
2020-05-12,SC,7927,85213,,1338,355,93140,Old_Data,2020-05-18
2020-05-12,SD,3663,21534,,271,39,25197,Old_Data,2020-05-18
2020-05-12,TN,16111,267713,,1363,265,283824,Old_Data,2020-05-18
2020-05-12,TX,41048,497124,,,1133,538172,Old_Data,2020-05-18
2020-05-12,UT,6432,147053,,535,73,153485,Old_Data,2020-05-18
2020-05-12,VA,25800,129529,447,4929,891,155776,Old_Data,2020-05-18
2020-05-12,VI,69,1115,58,,6,1242,Old_Data,2020-05-18
2020-05-12,VT,927,20335,,,53,21262,Old_Data,2020-05-18
2020-05-12,WA,17933,253809,,,945,271742,Old_Data,2020-05-18
2020-05-12,WI,10611,112748,180,1877,418,123539,Old_Data,2020-05-18
2020-05-12,WV,1371,63698,,,57,65069,Old_Data,2020-05-18
2020-05-12,WY,675,14384,,67,7,15059,Old_Data,2020-05-18
2020-05-11,AK,381,28299,,,10,28680,Old_Data,2020-05-18
2020-05-11,AL,10009,119435,,1256,401,129444,Old_Data,2020-05-18
2020-05-11,AR,4034,64996,,480,94,69030,Old_Data,2020-05-18
2020-05-11,AS,0,105,,,0,105,Old_Data,2020-05-18
2020-05-11,AZ,11380,105084,,1537,542,116464,Old_Data,2020-05-18
2020-05-11,CA,67939,923958,,,2770,991897,Old_Data,2020-05-18
2020-05-11,CO,19899,88891,,3689,981,108790,Old_Data,2020-05-18
2020-05-11,CT,33765,98743,,9389,3008,132508,Old_Data,2020-05-18
2020-05-11,DC,6389,23872,,,328,30261,Old_Data,2020-05-18
2020-05-11,DE,6565,25363,,,225,31928,Old_Data,2020-05-18
2020-05-11,FL,40982,520075,1080,7458,1805,562137,Old_Data,2020-05-18
2020-05-11,GA,33927,217361,,6015,1441,251288,Old_Data,2020-05-18
2020-05-11,GU,151,3838,,,5,3989,Old_Data,2020-05-18
2020-05-11,HI,632,37051,,81,17,37683,Old_Data,2020-05-18
2020-05-11,IA,12373,65419,,,271,77792,Old_Data,2020-05-18
2020-05-11,ID,2230,29912,,207,67,32142,Old_Data,2020-05-18
2020-05-11,IL,79007,363418,,,3459,442425,Old_Data,2020-05-18
2020-05-11,IN,24627,122061,,4389,1540,146688,Old_Data,2020-05-18
2020-05-11,KS,7116,46993,,660,158,54109,Old_Data,2020-05-18
2020-05-11,KY,6440,80483,,1757,304,86923,Old_Data,2020-05-18
2020-05-11,LA,31815,189015,,,2308,220830,Old_Data,2020-05-18
2020-05-11,MA,78462,316266,,7732,5108,394728,Old_Data,2020-05-18
2020-05-11,MD,33373,131407,,6183,1683,164780,Old_Data,2020-05-18
2020-05-11,ME,1462,22092,,200,65,23554,Old_Data,2020-05-18
2020-05-11,MI,47552,251396,,,4584,298948,Old_Data,2020-05-18
2020-05-11,MN,11799,103982,,1716,591,115781,Old_Data,2020-05-18
2020-05-11,MO,9918,105702,,,488,115620,Old_Data,2020-05-18
2020-05-11,MP,19,2676,,,2,2695,Old_Data,2020-05-18
2020-05-11,MS,9674,86211,,1546,435,95885,Old_Data,2020-05-18
2020-05-11,MT,459,22113,,62,16,22572,Old_Data,2020-05-18
2020-05-11,NC,15045,180820,,,550,195865,Old_Data,2020-05-18
2020-05-11,ND,1518,45496,,115,36,47014,Old_Data,2020-05-18
2020-05-11,NE,8315,37924,,,98,46239,Old_Data,2020-05-18
2020-05-11,NH,3160,31723,261,318,133,35144,Old_Data,2020-05-18
2020-05-11,NJ,139945,285988,,,9310,425933,Old_Data,2020-05-18
2020-05-11,NM,4863,97635,,789,200,102498,Old_Data,2020-05-18
2020-05-11,NV,6152,53932,,,306,60084,Old_Data,2020-05-18
2020-05-11,NY,337055,867596,,73143,21640,1204651,Old_Data,2020-05-18
2020-05-11,OH,24777,185753,,4413,1357,210530,Old_Data,2020-05-18
2020-05-11,OK,4613,91379,,828,274,95992,Old_Data,2020-05-18
2020-05-11,OR,3286,74320,,673,130,77606,Old_Data,2020-05-18
2020-05-11,PA,57154,231704,,,3731,288858,Old_Data,2020-05-18
2020-05-11,PR,2256,,,,113,2256,Old_Data,2020-05-18
2020-05-11,RI,11450,81882,,1280,430,93332,Old_Data,2020-05-18
2020-05-11,SC,7653,76804,,1252,331,84457,Old_Data,2020-05-18
2020-05-11,SD,3614,20964,,263,34,24578,Old_Data,2020-05-18
2020-05-11,TN,15544,257733,,1344,251,273277,Old_Data,2020-05-18
2020-05-11,TX,39869,485828,,,1100,525697,Old_Data,2020-05-18
2020-05-11,UT,6362,144223,,517,68,150585,Old_Data,2020-05-18
2020-05-11,VA,25070,125547,432,4777,850,151049,Old_Data,2020-05-18
2020-05-11,VI,69,1110,36,,5,1215,Old_Data,2020-05-18
2020-05-11,VT,926,19945,,,53,20871,Old_Data,2020-05-18
2020-05-11,WA,17697,248006,,,931,265703,Old_Data,2020-05-18
2020-05-11,WI,10418,108033,180,1846,409,118631,Old_Data,2020-05-18
2020-05-11,WV,1366,62103,,,54,63469,Old_Data,2020-05-18
2020-05-11,WY,662,11403,,66,7,12065,Old_Data,2020-05-18
2020-05-10,AK,379,26985,,,10,27364,Old_Data,2020-05-18
2020-05-10,AL,9777,117644,,1240,393,127421,Old_Data,2020-05-18
2020-05-10,AR,3747,61781,,471,88,65528,Old_Data,2020-05-18
2020-05-10,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-10,AZ,11119,99258,,1528,536,110377,Old_Data,2020-05-18
2020-05-10,CA,66680,888984,,,2745,955664,Old_Data,2020-05-18
2020-05-10,CO,19375,81235,,3623,967,100610,Old_Data,2020-05-18
2020-05-10,CT,33554,96638,,9389,2967,130192,Old_Data,2020-05-18
2020-05-10,DC,6272,23298,,,323,29570,Old_Data,2020-05-18
2020-05-10,DE,6447,24592,,,224,31039,Old_Data,2020-05-18
2020-05-10,FL,40596,498352,1265,7404,1791,540213,Old_Data,2020-05-18
2020-05-10,GA,33441,210106,,5997,1405,243547,Old_Data,2020-05-18
2020-05-10,GU,151,3643,,,5,3794,Old_Data,2020-05-18
2020-05-10,HI,631,36639,,81,17,37270,Old_Data,2020-05-18
2020-05-10,IA,11959,62215,,,265,74174,Old_Data,2020-05-18
2020-05-10,ID,2230,29912,,207,67,32142,Old_Data,2020-05-18
2020-05-10,IL,77741,352243,,,3406,429984,Old_Data,2020-05-18
2020-05-10,IN,24126,115903,,4389,1508,140029,Old_Data,2020-05-18
2020-05-10,KS,6948,45557,,657,157,52505,Old_Data,2020-05-18
2020-05-10,KY,6440,80483,,1757,304,86923,Old_Data,2020-05-18
2020-05-10,LA,31600,184272,,,2286,215872,Old_Data,2020-05-18
2020-05-10,MA,77793,310596,,7617,4979,388389,Old_Data,2020-05-18
2020-05-10,MD,32587,127344,,5955,1644,159931,Old_Data,2020-05-18
2020-05-10,ME,1436,22092,,199,64,23528,Old_Data,2020-05-18
2020-05-10,MI,47138,238540,,,4551,285678,Old_Data,2020-05-18
2020-05-10,MN,11271,99817,,1657,578,111088,Old_Data,2020-05-18
2020-05-10,MO,9844,105702,,,482,115546,Old_Data,2020-05-18
2020-05-10,MP,16,2321,,,2,2337,Old_Data,2020-05-18
2020-05-10,MS,9501,72101,,1531,430,81602,Old_Data,2020-05-18
2020-05-10,MT,458,21246,,62,16,21704,Old_Data,2020-05-18
2020-05-10,NC,14764,177371,,,547,192135,Old_Data,2020-05-18
2020-05-10,ND,1491,43378,,110,35,44869,Old_Data,2020-05-18
2020-05-10,NE,8234,37335,,,96,45569,Old_Data,2020-05-18
2020-05-10,NH,3011,30442,512,313,131,33965,Old_Data,2020-05-18
2020-05-10,NJ,138532,173915,591,,9255,313038,Old_Data,2020-05-18
2020-05-10,NM,4778,92275,,789,191,97053,Old_Data,2020-05-18
2020-05-10,NV,6098,52711,,,306,58809,Old_Data,2020-05-18
2020-05-10,NY,335395,847603,,72715,21478,1182998,Old_Data,2020-05-18
2020-05-10,OH,24081,180781,,4351,1341,204862,Old_Data,2020-05-18
2020-05-10,OK,4589,91379,,826,272,95968,Old_Data,2020-05-18
2020-05-10,OR,3228,72279,,670,127,75507,Old_Data,2020-05-18
2020-05-10,PA,56611,227772,,,3707,284383,Old_Data,2020-05-18
2020-05-10,PR,2198,,,,111,2198,Old_Data,2020-05-18
2020-05-10,RI,11274,79939,,1251,422,91213,Old_Data,2020-05-18
2020-05-10,SC,7653,76804,,1252,331,84457,Old_Data,2020-05-18
2020-05-10,SD,3517,20377,,261,34,23894,Old_Data,2020-05-18
2020-05-10,TN,14985,246884,,1325,243,261869,Old_Data,2020-05-18
2020-05-10,TX,38869,462907,,,1088,501776,Old_Data,2020-05-18
2020-05-10,UT,6251,140259,,512,67,146510,Old_Data,2020-05-18
2020-05-10,VA,24081,118974,506,4756,839,143561,Old_Data,2020-05-18
2020-05-10,VI,69,1102,39,,4,1210,Old_Data,2020-05-18
2020-05-10,VT,927,19121,,,53,20048,Old_Data,2020-05-18
2020-05-10,WA,17416,242404,,,921,259820,Old_Data,2020-05-18
2020-05-10,WI,10219,105163,182,1820,400,115564,Old_Data,2020-05-18
2020-05-10,WV,1360,61284,,,54,62644,Old_Data,2020-05-18
2020-05-10,WY,661,11403,,65,7,12064,Old_Data,2020-05-18
2020-05-09,AK,378,26071,,,10,26449,Old_Data,2020-05-18
2020-05-09,AL,9567,115927,,1228,388,125494,Old_Data,2020-05-18
2020-05-09,AR,3747,61781,,471,88,65528,Old_Data,2020-05-18
2020-05-09,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-09,AZ,10960,94850,,1514,532,105810,Old_Data,2020-05-18
2020-05-09,CA,64561,848009,,,2678,912570,Old_Data,2020-05-18
2020-05-09,CO,18827,77945,,3600,960,96772,Old_Data,2020-05-18
2020-05-09,CT,32984,90585,,9389,2932,123569,Old_Data,2020-05-18
2020-05-09,DC,6102,22081,,,311,28183,Old_Data,2020-05-18
2020-05-09,DE,6277,23019,,,221,29296,Old_Data,2020-05-18
2020-05-09,FL,40001,487730,1452,7325,1785,529183,Old_Data,2020-05-18
2020-05-09,GA,32532,202792,,5987,1400,235324,Old_Data,2020-05-18
2020-05-09,GU,151,3643,,,5,3794,Old_Data,2020-05-18
2020-05-09,HI,629,35633,,81,17,36262,Old_Data,2020-05-18
2020-05-09,IA,11671,59805,,,252,71476,Old_Data,2020-05-18
2020-05-09,ID,2205,29601,,206,67,31806,Old_Data,2020-05-18
2020-05-09,IL,76085,340246,,,3349,416331,Old_Data,2020-05-18
2020-05-09,IN,23732,111954,,4389,1490,135686,Old_Data,2020-05-18
2020-05-09,KS,6751,43182,,635,157,49933,Old_Data,2020-05-18
2020-05-09,KY,6288,80159,,1696,298,86447,Old_Data,2020-05-18
2020-05-09,LA,31417,180740,,,2267,212157,Old_Data,2020-05-18
2020-05-09,MA,76743,299794,,7551,4840,376537,Old_Data,2020-05-18
2020-05-09,MD,31534,124494,,5932,1614,156028,Old_Data,2020-05-18
2020-05-09,ME,1408,22092,,198,64,23500,Old_Data,2020-05-18
2020-05-09,MI,46756,226730,,,4526,273486,Old_Data,2020-05-18
2020-05-09,MN,10790,95473,,1612,558,106263,Old_Data,2020-05-18
2020-05-09,MO,9666,99232,,,472,108898,Old_Data,2020-05-18
2020-05-09,MP,16,2321,,,2,2337,Old_Data,2020-05-18
2020-05-09,MS,9378,72101,,1512,421,81479,Old_Data,2020-05-18
2020-05-09,MT,458,20871,,62,16,21329,Old_Data,2020-05-18
2020-05-09,NC,14360,172002,,,544,186362,Old_Data,2020-05-18
2020-05-09,ND,1464,42469,,110,35,43933,Old_Data,2020-05-18
2020-05-09,NE,7831,35145,,,92,42976,Old_Data,2020-05-18
2020-05-09,NH,2947,29351,304,309,121,32602,Old_Data,2020-05-18
2020-05-09,NJ,137085,168121,557,,9116,305763,Old_Data,2020-05-18
2020-05-09,NM,4673,88589,,789,181,93262,Old_Data,2020-05-18
2020-05-09,NV,6028,50083,,,301,56111,Old_Data,2020-05-18
2020-05-09,NY,333122,820646,,72255,21271,1153768,Old_Data,2020-05-18
2020-05-09,OH,23697,172973,,4300,1331,196670,Old_Data,2020-05-18
2020-05-09,OK,4490,91379,,822,270,95869,Old_Data,2020-05-18
2020-05-09,OR,3160,71460,,662,127,74620,Old_Data,2020-05-18
2020-05-09,PA,55316,221791,,,3688,277107,Old_Data,2020-05-18
2020-05-09,PR,2173,,,,108,2173,Old_Data,2020-05-18
2020-05-09,RI,10989,76826,,1218,418,87815,Old_Data,2020-05-18
2020-05-09,SC,7531,73432,,1252,330,80963,Old_Data,2020-05-18
2020-05-09,SD,3393,19559,,253,34,22952,Old_Data,2020-05-18
2020-05-09,TN,14768,237980,,1319,242,252748,Old_Data,2020-05-18
2020-05-09,TX,37860,451434,,,1049,489294,Old_Data,2020-05-18
2020-05-09,UT,6103,137191,,498,66,143294,Old_Data,2020-05-18
2020-05-09,VA,23196,113953,501,4717,827,137650,Old_Data,2020-05-18
2020-05-09,VI,68,1024,36,,4,1128,Old_Data,2020-05-18
2020-05-09,VT,921,18606,,,53,19527,Old_Data,2020-05-18
2020-05-09,WA,17365,241179,,,905,258544,Old_Data,2020-05-18
2020-05-09,WI,9939,101935,204,1806,398,112078,Old_Data,2020-05-18
2020-05-09,WV,1335,59662,,,53,60997,Old_Data,2020-05-18
2020-05-09,WY,644,11403,,64,7,12047,Old_Data,2020-05-18
2020-05-08,AK,377,25096,,,10,25473,Old_Data,2020-05-18
2020-05-08,AL,9221,110893,,1207,375,120114,Old_Data,2020-05-18
2020-05-08,AR,3694,60300,,466,88,63994,Old_Data,2020-05-18
2020-05-08,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-08,AZ,10526,90599,,1482,517,101125,Old_Data,2020-05-18
2020-05-08,CA,62512,812760,,,2585,875272,Old_Data,2020-05-18
2020-05-08,CO,18801,75735,,3557,961,94536,Old_Data,2020-05-18
2020-05-08,CT,32411,88130,,9389,2874,120541,Old_Data,2020-05-18
2020-05-08,DC,5899,21216,,,304,27115,Old_Data,2020-05-18
2020-05-08,DE,6111,22153,,,213,28264,Old_Data,2020-05-18
2020-05-08,FL,39199,474142,1433,7157,1738,514774,Old_Data,2020-05-18
2020-05-08,GA,32106,195461,,5935,1377,227567,Old_Data,2020-05-18
2020-05-08,GU,151,3626,,,5,3777,Old_Data,2020-05-18
2020-05-08,HI,629,35989,,74,17,36618,Old_Data,2020-05-18
2020-05-08,IA,11457,58804,,,243,70261,Old_Data,2020-05-18
2020-05-08,ID,2178,29092,,206,67,31270,Old_Data,2020-05-18
2020-05-08,IL,73760,325954,,,3241,399714,Old_Data,2020-05-18
2020-05-08,IN,23146,106982,,4389,1447,130128,Old_Data,2020-05-18
2020-05-08,KS,6501,41207,,608,152,47708,Old_Data,2020-05-18
2020-05-08,KY,6129,75272,,1684,294,81401,Old_Data,2020-05-18
2020-05-08,LA,30855,171561,,,2227,202416,Old_Data,2020-05-18
2020-05-08,MA,75333,290690,,7434,4702,366023,Old_Data,2020-05-18
2020-05-08,MD,30485,121702,,5811,1560,152187,Old_Data,2020-05-18
2020-05-08,ME,1374,22092,,194,63,23466,Old_Data,2020-05-18
2020-05-08,MI,46326,213927,,,4393,260253,Old_Data,2020-05-18
2020-05-08,MN,10088,91182,,1549,534,101270,Old_Data,2020-05-18
2020-05-08,MO,9489,99232,,,449,108721,Old_Data,2020-05-18
2020-05-08,MP,15,2321,,,2,2336,Old_Data,2020-05-18
2020-05-08,MS,9090,72101,,1478,409,81191,Old_Data,2020-05-18
2020-05-08,MT,458,20487,,62,16,20945,Old_Data,2020-05-18
2020-05-08,NC,13868,164745,,,527,178613,Old_Data,2020-05-18
2020-05-08,ND,1425,41076,,104,33,42501,Old_Data,2020-05-18
2020-05-08,NE,7190,33222,,,90,40412,Old_Data,2020-05-18
2020-05-08,NH,2843,27829,532,308,114,31204,Old_Data,2020-05-18
2020-05-08,NJ,135454,163305,553,,8952,299312,Old_Data,2020-05-18
2020-05-08,NM,4493,84539,,760,172,89032,Old_Data,2020-05-18
2020-05-08,NV,5884,47460,,,293,53344,Old_Data,2020-05-18
2020-05-08,NY,330407,791136,,71679,21045,1121543,Old_Data,2020-05-18
2020-05-08,OH,23016,161300,,4218,1306,184316,Old_Data,2020-05-18
2020-05-08,OK,4424,85433,,805,266,89857,Old_Data,2020-05-18
2020-05-08,OR,3068,69625,,659,124,72693,Old_Data,2020-05-18
2020-05-08,PA,54238,216321,,,3616,270559,Old_Data,2020-05-18
2020-05-08,PR,2156,,,,107,2156,Old_Data,2020-05-18
2020-05-08,RI,10779,74487,,1187,399,85266,Old_Data,2020-05-18
2020-05-08,SC,7142,66300,,1152,316,73442,Old_Data,2020-05-18
2020-05-08,SD,3144,18149,,247,31,21293,Old_Data,2020-05-18
2020-05-08,TN,14441,229137,,1299,241,243578,Old_Data,2020-05-18
2020-05-08,TX,36609,440509,,,1004,477118,Old_Data,2020-05-18
2020-05-08,UT,5919,132769,,488,61,138688,Old_Data,2020-05-18
2020-05-08,VA,22342,107603,549,4622,812,130494,Old_Data,2020-05-18
2020-05-08,VI,68,1024,36,,4,1128,Old_Data,2020-05-18
2020-05-08,VT,919,18089,,,53,19008,Old_Data,2020-05-18
2020-05-08,WA,17246,239042,,,891,256288,Old_Data,2020-05-18
2020-05-08,WI,9590,97265,204,1767,384,107059,Old_Data,2020-05-18
2020-05-08,WV,1310,58126,,,51,59436,Old_Data,2020-05-18
2020-05-08,WY,635,11403,,60,7,12038,Old_Data,2020-05-18
2020-05-07,AK,374,23967,,,10,24341,Old_Data,2020-05-18
2020-05-07,AL,8898,106275,,1178,349,115173,Old_Data,2020-05-18
2020-05-07,AR,3611,56384,,462,87,59995,Old_Data,2020-05-18
2020-05-07,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-07,AZ,9945,86489,,1449,450,96434,Old_Data,2020-05-18
2020-05-07,CA,60614,782260,,,2504,842874,Old_Data,2020-05-18
2020-05-07,CO,17830,73517,,2986,921,91347,Old_Data,2020-05-18
2020-05-07,CT,31784,84390,,9389,2797,116174,Old_Data,2020-05-18
2020-05-07,DC,5654,20202,,,285,25856,Old_Data,2020-05-18
2020-05-07,DE,5939,21387,,,202,27326,Old_Data,2020-05-18
2020-05-07,FL,38828,454122,1499,6990,1667,494449,Old_Data,2020-05-18
2020-05-07,GA,31439,185864,,5835,1336,217303,Old_Data,2020-05-18
2020-05-07,GU,151,3564,,,5,3715,Old_Data,2020-05-18
2020-05-07,HI,626,34915,,74,17,35541,Old_Data,2020-05-18
2020-05-07,IA,11059,55368,,,231,66427,Old_Data,2020-05-18
2020-05-07,ID,2158,28732,,205,66,30890,Old_Data,2020-05-18
2020-05-07,IL,70873,308170,,,3111,379043,Old_Data,2020-05-18
2020-05-07,IN,22503,102279,,,1414,124782,Old_Data,2020-05-18
2020-05-07,KS,6144,38678,,587,147,44822,Old_Data,2020-05-18
2020-05-07,KY,5934,72672,,1616,283,78606,Old_Data,2020-05-18
2020-05-07,LA,30652,170115,,,2208,200767,Old_Data,2020-05-18
2020-05-07,MA,73721,277911,,7237,4552,351632,Old_Data,2020-05-18
2020-05-07,MD,29374,119226,,5663,1503,148600,Old_Data,2020-05-18
2020-05-07,ME,1330,22092,,192,62,23422,Old_Data,2020-05-18
2020-05-07,MI,45646,201416,,,4343,247062,Old_Data,2020-05-18
2020-05-07,MN,9365,88056,,1459,508,97421,Old_Data,2020-05-18
2020-05-07,MO,9341,94281,,,418,103622,Old_Data,2020-05-18
2020-05-07,MP,15,1783,,,2,1798,Old_Data,2020-05-18
2020-05-07,MS,8686,72101,,1442,396,80787,Old_Data,2020-05-18
2020-05-07,MT,456,19791,,62,16,20247,Old_Data,2020-05-18
2020-05-07,NC,13397,157931,,,507,171328,Old_Data,2020-05-18
2020-05-07,ND,1371,39496,,102,31,40867,Old_Data,2020-05-18
2020-05-07,NE,6771,30987,,,86,37758,Old_Data,2020-05-18
2020-05-07,NH,2740,26066,345,307,111,29151,Old_Data,2020-05-18
2020-05-07,NJ,133635,159023,552,,8801,293210,Old_Data,2020-05-18
2020-05-07,NM,4291,81393,,687,169,85684,Old_Data,2020-05-18
2020-05-07,NV,5766,45591,,,286,51357,Old_Data,2020-05-18
2020-05-07,NY,327649,762267,,71152,20828,1089916,Old_Data,2020-05-18
2020-05-07,OH,22131,153928,,4140,1271,176059,Old_Data,2020-05-18
2020-05-07,OK,4330,82557,,805,260,86887,Old_Data,2020-05-18
2020-05-07,OR,2989,67469,,645,121,70458,Old_Data,2020-05-18
2020-05-07,PA,52915,209873,,,3416,262788,Old_Data,2020-05-18
2020-05-07,PR,2031,,,,102,2031,Old_Data,2020-05-18
2020-05-07,RI,10530,71788,,1153,388,82318,Old_Data,2020-05-18
2020-05-07,SC,6936,70546,,1152,305,77482,Old_Data,2020-05-18
2020-05-07,SD,2905,17209,,236,31,20114,Old_Data,2020-05-18
2020-05-07,TN,14096,222232,,1266,237,236328,Old_Data,2020-05-18
2020-05-07,TX,35390,419772,,,973,455162,Old_Data,2020-05-18
2020-05-07,UT,5724,128819,,476,61,134543,Old_Data,2020-05-18
2020-05-07,VA,21570,101582,519,4438,769,123671,Old_Data,2020-05-18
2020-05-07,VI,66,990,37,,4,1093,Old_Data,2020-05-18
2020-05-07,VT,916,17535,,,53,18451,Old_Data,2020-05-18
2020-05-07,WA,17003,233269,,,870,250272,Old_Data,2020-05-18
2020-05-07,WI,9215,93035,219,1732,374,102469,Old_Data,2020-05-18
2020-05-07,WV,1287,56234,,,51,57521,Old_Data,2020-05-18
2020-05-07,WY,631,11403,,59,7,12034,Old_Data,2020-05-18
2020-05-06,AK,372,23283,,,10,23655,Old_Data,2020-05-18
2020-05-06,AL,8581,100935,,1158,340,109516,Old_Data,2020-05-18
2020-05-06,AR,3568,55435,,453,85,59003,Old_Data,2020-05-18
2020-05-06,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-06,AZ,9707,82030,,1430,426,91737,Old_Data,2020-05-18
2020-05-06,CA,58815,750221,,,2412,809036,Old_Data,2020-05-18
2020-05-06,CO,17364,68612,,2919,903,85976,Old_Data,2020-05-18
2020-05-06,CT,30995,80452,,7758,2718,111447,Old_Data,2020-05-18
2020-05-06,DC,5461,19523,,,277,24984,Old_Data,2020-05-18
2020-05-06,DE,5778,20690,,,193,26468,Old_Data,2020-05-18
2020-05-06,FL,38002,442049,1351,6776,1605,481402,Old_Data,2020-05-18
2020-05-06,GA,30696,173441,,5765,1311,204137,Old_Data,2020-05-18
2020-05-06,GU,151,3476,,,5,3627,Old_Data,2020-05-18
2020-05-06,HI,625,34574,,73,17,35199,Old_Data,2020-05-18
2020-05-06,IA,10404,52767,,,219,63171,Old_Data,2020-05-18
2020-05-06,ID,2127,28418,,203,65,30545,Old_Data,2020-05-18
2020-05-06,IL,68232,293028,,,2974,361260,Old_Data,2020-05-18
2020-05-06,IN,21870,98626,,,1377,120496,Old_Data,2020-05-18
2020-05-06,KS,5734,36380,,571,144,42114,Old_Data,2020-05-18
2020-05-06,KY,5822,55192,,1603,275,61014,Old_Data,2020-05-18
2020-05-06,LA,30399,164273,,,2115,194672,Old_Data,2020-05-18
2020-05-06,MA,72025,267614,,7080,4420,339639,Old_Data,2020-05-18
2020-05-06,MD,28163,115849,,5497,1437,144012,Old_Data,2020-05-18
2020-05-06,ME,1254,22092,,191,62,23346,Old_Data,2020-05-18
2020-05-06,MI,45054,188177,,,4250,233231,Old_Data,2020-05-18
2020-05-06,MN,8579,84653,,1405,485,93232,Old_Data,2020-05-18
2020-05-06,MO,9102,91645,,,396,100747,Old_Data,2020-05-18
2020-05-06,MP,15,1783,,,2,1798,Old_Data,2020-05-18
2020-05-06,MS,8424,72101,,1392,374,80525,Old_Data,2020-05-18
2020-05-06,MT,456,19248,,62,16,19704,Old_Data,2020-05-18
2020-05-06,NC,12758,151724,,,477,164482,Old_Data,2020-05-18
2020-05-06,ND,1323,37309,,97,31,38632,Old_Data,2020-05-18
2020-05-06,NE,6438,29690,,,82,36128,Old_Data,2020-05-18
2020-05-06,NH,2636,25097,79,295,92,27812,Old_Data,2020-05-18
2020-05-06,NJ,131890,157030,594,,8549,289514,Old_Data,2020-05-18
2020-05-06,NM,4138,79113,,687,162,83251,Old_Data,2020-05-18
2020-05-06,NV,5663,43612,,,276,49275,Old_Data,2020-05-18
2020-05-06,NY,323978,731943,,70539,19877,1055921,Old_Data,2020-05-18
2020-05-06,OH,21576,147353,,4052,1225,168929,Old_Data,2020-05-18
2020-05-06,OK,4201,78689,,773,253,82890,Old_Data,2020-05-18
2020-05-06,OR,2916,65060,,641,115,67976,Old_Data,2020-05-18
2020-05-06,PA,51845,204495,,,3106,256340,Old_Data,2020-05-18
2020-05-06,PR,1968,,,,99,1968,Old_Data,2020-05-18
2020-05-06,RI,10205,69168,,1123,370,79373,Old_Data,2020-05-18
2020-05-06,SC,6936,70546,,1152,305,77482,Old_Data,2020-05-18
2020-05-06,SD,2779,16637,,230,29,19416,Old_Data,2020-05-18
2020-05-06,TN,13938,213163,,1221,239,227101,Old_Data,2020-05-18
2020-05-06,TX,34422,404516,,,948,438938,Old_Data,2020-05-18
2020-05-06,UT,5595,125407,,464,58,131002,Old_Data,2020-05-18
2020-05-06,VA,20256,93452,469,4113,713,114177,Old_Data,2020-05-18
2020-05-06,VI,66,990,37,,4,1093,Old_Data,2020-05-18
2020-05-06,VT,908,16968,,,52,17876,Old_Data,2020-05-18
2020-05-06,WA,16760,227751,,,862,244511,Old_Data,2020-05-18
2020-05-06,WI,8901,87826,212,1694,362,96939,Old_Data,2020-05-18
2020-05-06,WV,1248,54536,,,50,55784,Old_Data,2020-05-18
2020-05-06,WY,604,11403,,60,7,12007,Old_Data,2020-05-18
2020-05-05,AK,371,22321,,,9,22692,Old_Data,2020-05-18
2020-05-05,AL,8285,98481,,1107,313,106766,Old_Data,2020-05-18
2020-05-05,AR,3496,51139,,453,80,54635,Old_Data,2020-05-18
